StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,workerID,Proh_Cong_Time_First Click,Proh_Cong_Time_Last Click,Proh_Cong_Time_Page Submit,Proh_Cong_Time_Click Count,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,Q70_First Click,Q70_Last Click,Q70_Page Submit,Q70_Click Count,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,Q74_First Click,Q74_Last Click,Q74_Page Submit,Q74_Click Count,Q110_First Click,Q110_Last Click,Q110_Page Submit,Q110_Click Count,Q114_First Click,Q114_Last Click,Q114_Page Submit,Q114_Click Count,Q118_First Click,Q118_Last Click,Q118_Page Submit,Q118_Click Count,Q122_First Click,Q122_Last Click,Q122_Page Submit,Q122_Click Count,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q130_First Click,Q130_Last Click,Q130_Page Submit,Q130_Click Count,Q134_First Click,Q134_Last Click,Q134_Page Submit,Q134_Click Count,Q138_First Click,Q138_Last Click,Q138_Page Submit,Q138_Click Count,Q142_First Click,Q142_Last Click,Q142_Page Submit,Q142_Click Count,ProhTouch,ProhTouchTime_First Click,ProhTouchTime_Last Click,ProhTouchTime_Page Submit,ProhTouchTime_Click Count,ProhAway,ProhAwayTime_First Click,ProhAwayTime_Last Click,ProhAwayTime_Page Submit,ProhAwayTime_Click Count,NonexiTrTruck,NonexiTrTruckTime_First Click,NonexiTrTruckTime_Last Click,NonexiTrTruckTime_Page Submit,NonexiTrTruckTime_Click Count,NonexiTrBucket,NonexiTrBucketTime_First Click,NonexiTrBucketTime_Last Click,NonexiTrBucketTime_Page Submit,NonexiTrBucketTime_Click Count,DenialDaDaxy,DenialDaDaxyTime_First Click,DenialDaDaxyTime_Last Click,DenialDaDaxyTime_Page Submit,DenialDaDaxyTime_Click Count,DenialDaZupy,DenialDaZupyTime_First Click,DenialDaZupyTime_Last Click,DenialDaZupyTime_Page Submit,DenialDaZupyTime_Click Count,NonexiBuBucket,NonexiBuBucketTime_First Click,NonexiBuBucketTime_Last Click,NonexiBuBucketTime_Page Submit,NonexiBuBucketTime_Click Count,NonexiBuTruck,NonexiBuTruckTime_First Click,NonexiBuTruckTime_Last Click,NonexiBuTruckTime_Page Submit,NonexiBuTruckTime_Click Count,DenialZuZupy,DenialZuZupyTime_First Click,DenialZuZupyTime_Last Click,DenialZuZupyTime_Page Submit,DenialZuZupyTime_Click Count,DenialZuDaxy,DenialZuDaxyTime_First Click,DenialZuDaxyTime_Last Click,DenialZuDaxyTime_Page Submit,DenialZuDaxyTime_Click Count,Bei_meaning,Sha_meaning,catch,what about,improving,mTurkCode,Word,TrainingType,Emotions,Create New Field or Choose From Dropdown...,NEcounterbalance,DNcounterbalance
18/08/2019 13:35,18/08/2019 13:47,IP Address,162.244.32.43,100,728,TRUE,18/08/2019 13:47,R_1LUq0ZJDSaEw6SG,,,,,25.77290344,-80.18699646,anonymous,EN,A3GLUMB7HM8QQM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.923,100.923,151.192,1,,,,,Stay away,22.239,26.191,33.501,3,Touch,17.907,27.276,28.952,3,Truck,48.795,61.629,63.075,2,Truck,63.519,63.519,64.743,1,Zupy,13.679,19.325,21.365,2,Daxy,7.551,16.687,18.526,3,,,,,,,,,,,,,,,,,,,,,no,yes,Three,a study on human cognition,no,857090,cb,Denial,Neutral,,truck,daxy
18/08/2019 13:35,18/08/2019 13:48,IP Address,174.104.35.97,100,729,TRUE,18/08/2019 13:48,R_1mFeJBjXhlLHDLy,,,,,42.07530212,-80.06710052,anonymous,EN,AVBLMDK750VFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.391,2.391,89.528,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,0.84,13.404,14.253,6,Touch,0.792,55.824,56.415,29,Truck,14.769,39.68,40.239,7,Bucket,0.818,21.519,22.472,4,Daxy,1.717,13.571,14.402,7,Daxy,3.045,25.042,27.885,4,,,,,,,,,,,,,,,,,,,,,No,Yes,Three,No idea.,No.,431197,original,Denial,Incong,,truck,daxy
18/08/2019 13:40,18/08/2019 13:48,IP Address,73.84.215.24,100,501,TRUE,18/08/2019 13:48,R_2v0KhO0wexyrT75,,,,,26.63960266,-80.08270264,anonymous,EN,A1ZLMSH2TS8HWH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,125.765,0,,,,,Stay away,20.946,20.946,25.802,1,Touch,10.768,10.768,15.839,1,,,,,,,,,,,,,,,,,,,,,Truck,15.255,18.375,29.132,2,Bucket,19.53,27.09,28.853,2,Daxy,26.009,29.074,30.934,2,Zupy,11.198,11.198,15.863,1,No,Yes,Three,How yes and no would sound in an unknown language.,Make the audio play button more intuitive.,959191,cb,Denial,Neutral,,bucket,zupy
18/08/2019 13:44,18/08/2019 13:49,IP Address,73.136.155.223,100,285,TRUE,18/08/2019 13:49,R_1P6tPyu1G0Pl48C,,,,,29.6730957,-95.58560181,anonymous,EN,A1F1TBDHPYAAXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,86.485,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,6.64,6.64,7.836,1,Touch,33.328,33.328,35.351,1,Bucket,8.974,8.974,11.042,1,Truck,18.968,18.968,21.107,1,Zupy,11.581,11.581,15.13,1,Daxy,10.368,10.368,12.309,1,,,,,,,,,,,,,,,,,,,,,no,yes,Three,Learning languages,,122000,original,Denial,Incong,,truck,daxy
18/08/2019 13:40,18/08/2019 13:49,IP Address,68.81.42.79,100,566,TRUE,18/08/2019 13:49,R_3Pj0sNhE3ZepGjI,,,,,40.2684021,-75.39029694,anonymous,EN,A26ZENZ5G8AEGM,,,,,,,,,,,,,,,,,,,,,,,,,0,0,343.386,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,8.793,8.793,10.392,1,Touch,6.212,6.212,8.379,1,,,,,,,,,,,,,,,,,,,,,Bucket,21.733,21.733,23.147,1,Bucket,6.166,7.368,9.84,2,Zupy,5.777,5.777,7.274,1,Zupy,7.659,7.659,9.535,1,It is correct.,It is not correct.,Three,learning a bit about a new language,no,193305,original,Denial,Cong,,bucket,zupy
18/08/2019 13:46,18/08/2019 13:50,IP Address,173.171.111.154,100,213,TRUE,18/08/2019 13:50,R_3PLvsvPyxzgVN4k,,,,,28.19509888,-81.60620117,anonymous,EN,A14FPZMC9ENX8E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.16,44.16,125.451,1,Touch,0.719,0.719,1.371,1,Touch,8.681,9.947,10.645,3,,,,,,,,,,,,,,,,,,,,,Truck,8.778,9.073,9.838,2,Truck,0.532,0.532,1.484,1,Daxy,0.742,0.742,1.169,1,Zupy,4.423,4.728,5.754,2,no,yes,Three,new language study,n/a,110813,cb,Denial,Incong,,bucket,zupy
18/08/2019 13:44,18/08/2019 13:50,IP Address,67.44.160.210,100,379,TRUE,18/08/2019 13:50,R_86W83MX2l98YHoB,,,,,37.75100708,-97.8219986,anonymous,EN,A1S65MPJSSYO6D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,112.487,0,,,,,Stay away,7.125,7.125,8.23,1,Touch,28.761,28.761,30.483,1,,,,,,,,,,,,,,,,,,,,,Truck,11.478,11.478,12.369,1,Bucket,7.318,7.318,8.438,1,Daxy,3.785,3.785,5.221,1,Zupy,4.104,4.104,6.852,1,NO,YES,Three,I do not know,,752247,cb,Denial,Neutral,,bucket,zupy
18/08/2019 13:33,18/08/2019 13:51,IP Address,104.32.50.233,100,1053,TRUE,18/08/2019 13:51,R_3hou8Bp53LyOezS,,,,,33.88900757,-118.3470001,anonymous,EN,AY7KGKCS3E8AX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.757,10.757,187.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,4.19,5.946,6.847,3,Stay away,10.247,20.766,21.154,8,Truck,4.192,10.251,13.301,3,Truck,1.683,10.401,11.463,3,Zupy,44.846,55.031,55.418,4,Zupy,6.142,7.942,9.832,3,,,,,,,,,,,,,,,,,,,,,no,yes,Three,Language,No,609952,original,Denial,Neutral,,truck,daxy
18/08/2019 13:48,18/08/2019 13:52,IP Address,47.198.194.152,100,228,TRUE,18/08/2019 13:52,R_3HLCmFmNaDwJOOi,,,,,28.03010559,-82.60479736,anonymous,EN,A2DFBJ46X6A3OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.689,14.996,74.142,2,,,,,Stay away,21.099,21.099,22.397,1,Stay away,4.863,4.863,5.73,1,Truck,0.625,2.921,3.833,7,,3.871,7.183,11.871,2,Daxy,5.534,5.534,6.787,1,Daxy,1.174,4.262,13.338,2,,,,,,,,,,,,,,,,,,,,,Never heard that word in my life.,no idea,Three,interesting,,552811,cb,Denial,Neutral,,truck,daxy
18/08/2019 13:49,18/08/2019 13:54,IP Address,45.36.92.189,100,313,TRUE,18/08/2019 13:54,R_1Owtc1sT31OMGOG,,,,,36.021698,-79.7838974,anonymous,EN,AZJVAP536DY13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.819,80.335,81.447,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,12.09,16.535,17.396,5,Stay away,5.559,7.531,8.155,2,Truck,11.349,24.397,25.269,5,Bucket,13.471,24.305,25.473,3,Zupy,24.867,30.01,31.202,3,Daxy,5.973,10.125,10.433,3,,,,,,,,,,,,,,,,,,,,,yes,no,Three,figuring out the word meanings,no,360991,original,Denial,Neutral,,truck,daxy
18/08/2019 13:46,18/08/2019 13:55,IP Address,24.95.181.46,100,500,TRUE,18/08/2019 13:55,R_XhoUNfzmOWXfuqB,,,,,38.47219849,-82.64610291,anonymous,EN,A3LVLZS8S41ZD7,,,,,,,,,,,,,,,,,,,,,,,,,56.52,63.168,120.919,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,11.218,15.995,16.86,3,Stay away,6.614,11.845,12.531,3,,,,,,,,,,,,,,,,,,,,,Bucket,29.95,43.781,48.866,4,Truck,13.52,15.911,16.655,3,Zupy,8.606,9.935,10.687,3,Daxy,11.036,12.228,13.058,2,"bei means ""yes"" or ""that's right""","sha means ""no"" or ""incorrect""",Three,I think the study is trying to see if we can understand the mother's language based on single-word answers to her son's questions.,"The way to play the videos when David begins answering questions wasn't clear at first.  Usually, the ""triangle"" button appears.  But, in these instances, we needed to click on the ""triple dots"" in order to press play.  Can you change that?",85209,original,Denial,Cong,,bucket,zupy
18/08/2019 13:51,18/08/2019 13:55,IP Address,71.191.175.49,100,242,TRUE,18/08/2019 13:55,R_5pvo3HxrUqdRZoR,,,,,38.74809265,-77.23829651,anonymous,EN,A2T8OTNOQJ1MUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,75.341,0,,,,,Stay away,3.36,7.136,9.136,2,Touch,4.277,5.839,6.802,2,,,,,,,,,,,,,,,,,,,,,Truck,25.098,33.041,35.699,2,Bucket,5.858,9.728,10.675,3,Daxy,9.39,11.499,12.703,2,Zupy,5.203,6.442,7.768,2,No,Yes,Three,Language processing,None,870880,cb,Denial,Neutral,,bucket,zupy
18/08/2019 13:50,18/08/2019 13:56,IP Address,45.36.92.189,100,361,TRUE,18/08/2019 13:56,R_r9bZLs6ntGb5XXz,,,,,36.021698,-79.7838974,anonymous,EN,ASTR3EPUOKEXV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.349,137.349,138.214,1,,,,,,,,,Touch,17.795,17.795,19.304,1,Stay away,5.4,5.4,6.249,1,Truck,4.971,5.727,6.753,2,Truck,6.004,6.004,7.284,1,Daxy,5.407,5.901,7.231,2,Zupy,78.874,78.874,79.89,1,,,,,,,,,,,,,,,,,,,,,no,yes,Three,figuring out what the mother meant,fun,128620,cb,Denial,Cong,,truck,daxy
18/08/2019 13:54,18/08/2019 13:57,IP Address,172.14.118.218,100,196,TRUE,18/08/2019 13:57,R_3e4SzJ7AVWEfbSA,,,,,34.1394043,-118.2659988,anonymous,EN,A1BM57TUNAQIXM,,,,,,,,,,,,,,,,,,,,,,,,,0,0,84.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,4.271,4.739,5.712,2,Stay away,9.874,14.592,15.268,3,,,,,,,,,,,,,,,,,,,,,Bucket,3.17,3.17,3.836,1,Truck,11.403,13.355,14.257,2,Zupy,3.46,3.46,4.336,1,Daxy,6.77,6.77,7.871,1,Yes,No,Three,How we understand vocal cues?,,284877,original,Denial,Cong,,bucket,zupy
18/08/2019 13:57,18/08/2019 14:00,IP Address,24.213.201.201,100,222,TRUE,18/08/2019 14:00,R_3hrvArdJBSE3HLU,,,,,42.44169617,-76.49849701,anonymous,EN,AQA46IS6AUNA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.279,54.545,82.578,5,Stay away,12.769,13.308,16.021,2,Touch,0.678,10.529,12.16,3,,,,,,,,,,,,,,,,,,,,,Truck,0.887,8.969,10.019,4,Bucket,7.343,13.692,14.609,3,Daxy,0.557,6.643,7.25,4,Zupy,13.369,14.272,17.197,2,No,Yes,Three,No idea,no,962854,cb,Denial,Incong,,bucket,zupy
18/08/2019 13:43,18/08/2019 14:01,IP Address,185.144.159.107,100,1060,TRUE,18/08/2019 14:01,R_xiwDr0lOkoeD1rH,,,,,25.78059387,-80.18260193,anonymous,EN,A13NY0M1PGWWYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,441.043,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,12.39,12.39,13.108,1,Stay away,18.182,20.28,20.59,2,,,,,,,,,,,,,,,,,,,,,Bucket,26.831,175.435,193.961,3,Truck,3.463,3.463,4.996,1,Zupy,18.606,20.34,20.871,2,Daxy,5.227,5.227,5.959,1,be,kill,Three,This study about the human cognition,none,536043,original,Denial,Incong,,bucket,zupy
18/08/2019 13:40,18/08/2019 14:01,IP Address,50.25.59.23,100,1245,TRUE,18/08/2019 14:01,R_3ZQKcWSJsKPiOxX,,,,,37.6401062,-82.25730133,anonymous,EN,A1GKD3NG1NNHRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,80.748,0,Touch,7.525,8.068,10.402,2,Stay away,29.134,32.901,33.571,2,Bucket,5.766,5.766,6.867,1,Truck,12.268,13.221,13.684,2,Zupy,27.407,27.407,28.285,1,Daxy,5.935,5.935,6.757,1,,,,,,,,,,,,,,,,,,,,,yes,no,Three,no idea,,596402,cb,Denial,Incong,,truck,daxy
18/08/2019 13:34,18/08/2019 14:02,IP Address,146.71.79.79,100,1655,TRUE,18/08/2019 14:02,R_DxkjDNwgcuj8trP,,,,,37.75100708,-97.8219986,anonymous,EN,A2OAO64UED5FH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,118.506,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,11.517,15.098,16.883,3,Touch,13.457,21.478,23.77,3,,,,,,,,,,,,,,,,,,,,,Bucket,1.637,25.995,28,3,Bucket,10.035,10.035,11.818,1,Zupy,4.742,4.742,6.36,1,Zupy,6.642,91.555,94.66,8,be,kill,Three,this study about  human cognition,none,959475,original,Denial,Neutral,,bucket,zupy
18/08/2019 13:59,18/08/2019 14:04,IP Address,172.13.180.248,100,296,TRUE,18/08/2019 14:04,R_1gMUlj9jXjecTNp,,,,,33.19590759,-117.3795013,anonymous,EN,AQ6IRR0EOFP8Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,90.597,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,7.984,11.167,17.245,2,Stay away,8.173,8.173,10.493,1,Truck,20.773,25.989,28.548,2,Bucket,8.431,19.04,20.174,2,Daxy,3.542,6.759,10.586,2,Zupy,8.649,9.987,11.401,2,,,,,,,,,,,,,,,,,,,,,Yes,No,Three,How people respond to visual cues and audible cues,,534710,original,Denial,Incong,,truck,daxy
18/08/2019 14:00,18/08/2019 14:04,IP Address,47.148.171.167,100,254,TRUE,18/08/2019 14:04,R_2OTuyCuaLxf6YMy,,,,,34.03489685,-117.6184998,anonymous,EN,ATR0C90ELOATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,87.126,0,Stay away,2.929,4.119,4.843,2,Touch,3.128,4.252,5.1,3,,,,,,,,,,,,,,,,,,,,,Truck,2.64,4.025,5.167,3,Bucket,3.68,4.797,5.739,3,Daxy,2.458,4.1,4.835,2,Zupy,5.067,6.745,7.452,3,No it is not,Yes it is,Three,I think this study is about how people communicate in different languages and telling the difference between words in a different language.,none,668497,cb,Denial,Incong,,bucket,zupy
12/08/2019 16:19,12/08/2019 16:20,Survey Preview,,100,35,TRUE,12/08/2019 16:20,R_1LdPDJZYXASHHY9,,,,,37.42300415,-122.1638947,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.337,0,,0,0,1.032,0,,,,,,,,,,,,,,,,,,,,,,0,0,1.191,0,,0,0,1.057,0,,0,0,1.514,0,,0,0,1.086,0,,,,,,106660,,Nonexi,Cong,,,
14/08/2019 22:54,14/08/2019 22:59,Survey Preview,,100,309,TRUE,14/08/2019 22:59,R_OIu7S2G0sKTvI41,,,,,37.76420593,-122.3992996,preview,EN,,,,,,,,,,,,,,0,0,142.048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,7.505,7.505,10.097,1,Stay away,10.495,10.495,12.098,1,,,,,,,,,,,,,,,,,,,,,Bucket,24.576,24.576,26.179,1,Truck,11.577,11.577,12.969,1,Zupy,12.148,12.148,16.271,1,Daxy,13.172,13.172,14.553,1,,,Three,,,628885,,Nonexi,Cong,,,
18/08/2019 12:13,18/08/2019 12:16,Survey Preview,,100,158,TRUE,18/08/2019 12:16,R_3RxSJ5wbeZZShIp,,,,,37.76420593,-122.3992996,preview,EN,,,,,,,,,,,,,,,,,,0,0,93.313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,2.927,2.927,3.919,1,Stay away,3.336,3.336,4.621,1,Truck,6.011,6.011,7.469,1,Bucket,9.326,9.326,10.745,1,Daxy,3.032,3.032,4.159,1,Zupy,2.972,2.972,4.431,1,,,,,,,,,,,,,,,,,,,,,,,Three,,,887721,original,Nonexi,Neutral,,truck,daxy
18/08/2019 12:33,18/08/2019 12:35,Survey Preview,,100,112,TRUE,18/08/2019 12:35,R_5nCh0kBtVyKELzb,,,,,37.81069946,-122.2478943,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,68.215,0,,,,,,,,,,,,,Touch,1.404,1.404,2.674,1,Stay away,1.457,1.457,2.701,1,Bucket,1.906,1.906,2.716,1,Bucket,1.459,1.459,2.37,1,Daxy,1.06,1.06,2.012,1,Daxy,2.605,2.605,4.043,1,,,,,,,,,,,,,,,,,,,,,,,,,,521393,cb,Nonexi,Incong,,truck,daxy
18/08/2019 13:26,18/08/2019 13:29,IP Address,50.46.135.248,100,187,TRUE,18/08/2019 13:29,R_2BrgbMX7Ww3GMm5,,,,,47.86199951,-122.2532043,anonymous,EN,A2E3TO92MCQ9XU,,,,,,,,,,,,,,,,,0,0,94.866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,3.264,5.068,6.045,2,Stay away,3.508,3.508,4.413,1,Truck,3.006,6.3,7.038,3,Bucket,3.236,5.753,6.386,2,Daxy,9.265,10.372,11.236,2,Zupy,3.217,3.217,4.075,1,,,,,,,,,,,,,,,,,,,,,yes,no,Three,No idea.,,759490,original,Nonexi,Neutral,,truck,daxy
18/08/2019 13:26,18/08/2019 13:30,IP Address,73.189.183.209,100,238,TRUE,18/08/2019 13:30,R_2PB7fykQ4nRitq6,,,,,37.31770325,-121.9380035,anonymous,EN,A1YSYI926BBOHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.906,68.065,73.445,4,,,,,,,,,,,,,,,,,,,,,Stay away,3.144,5.56,7.168,2,Touch,3.002,4.738,6.742,2,Truck,4.293,6.546,7.445,3,Bucket,6.496,14.384,14.72,5,Zupy,2.741,3.695,12.632,2,Daxy,4.757,5.703,7.75,3,,,,,,,,,,,,,,,,,,,,,yes,no,Three,see how people learn words,theres too many pages. i forgot what meant what after a couple pages,370391,cb,Nonexi,Cong,,truck,daxy
18/08/2019 13:26,18/08/2019 13:30,IP Address,73.208.246.176,100,222,TRUE,18/08/2019 13:30,R_D697Qg5Pkg3cMCt,,,,,41.80549622,-89.70539856,anonymous,EN,A1FYWSPNO7KN1O,,,,,,,,,,,,,0,0,83.693,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,3.476,3.476,5.709,1,Stay away,8.027,8.027,10.168,1,,,,,,,,,,,,,,,,,,,,,Bucket,7.839,7.839,9.927,1,Truck,13.764,13.764,15.126,1,Zupy,9.168,9.168,10.411,1,Daxy,6.488,6.909,10.459,2,yes,no,Three,What people can pick up from another language.,Nothing comes to mind.,972822,original,Nonexi,Cong,,bucket,zupy
18/08/2019 13:26,18/08/2019 13:30,IP Address,24.0.201.34,100,237,TRUE,18/08/2019 13:30,R_2VfqG7z0kloTIO5,,,,,40.78759766,-74.05999756,anonymous,EN,A245CPNDUDHUYX,,,,,,,,,,,,,1.189,85.435,87.344,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,10.207,10.948,11.742,2,Touch,9.553,10.85,12.218,2,Truck,0.784,2.744,4.64,2,Truck,5.568,5.568,8.25,1,Daxy,10.232,12.15,13.04,2,Zupy,0.388,15.02,18.756,7,,,,,,,,,,,,,,,,,,,,,no,yes,Three,To see how people feel about a language they do not know,,81659,original,Nonexi,Cong,,truck,daxy
18/08/2019 13:26,18/08/2019 13:31,IP Address,71.203.230.107,100,263,TRUE,18/08/2019 13:31,R_3EFustvhlVAJmvz,,,,,37.0368042,-88.59339905,anonymous,EN,A3IC7ZQ257WUNV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.349,56.698,98.011,3,,,,,,,,,,,,,,,,,,,,,Stay away,2.539,3.836,5.121,2,,3.787,3.787,6.632,1,,,,,,,,,,,,,,,,,,,,,Truck,7.564,18.917,19.875,3,Bucket,1.787,6.705,7.434,3,Daxy,1.645,4.549,7.292,2,Daxy,1.817,6.433,7.397,3,bucket,truck,Three,Interpreting different language,no,195132,cb,Nonexi,Cong,,bucket,zupy
18/08/2019 13:27,18/08/2019 13:31,IP Address,98.14.147.148,100,220,TRUE,18/08/2019 13:31,R_2f0pZdUlU8t9OBP,,,,,40.73640442,-73.86949921,anonymous,EN,A182N7RLXGSCZG,,,,,,,,,,,,,,,,,,,,,0,0,86.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,3.561,3.561,4.083,1,Touch,3.479,5.983,8.844,2,,,,,,,,,,,,,,,,,,,,,Bucket,3.946,5.236,7.829,2,Bucket,2.854,2.854,3.551,1,Zupy,14.765,26.932,27.637,4,Zupy,3.267,3.267,4.051,1,touch,don't touch,Three,see if we understand this new language,more rewards,298017,original,Nonexi,Incong,,bucket,zupy
18/08/2019 13:26,18/08/2019 13:31,IP Address,47.34.155.174,100,276,TRUE,18/08/2019 13:31,R_1E6Vq8LEJpfw7g6,,,,,34.48019409,-117.4093018,anonymous,EN,A3PQVDFT21IISU,,,,,,,,,,,,,,,,,,,,,27.848,27.848,114.935,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,4.033,5.345,6.251,2,Touch,3.001,3.001,4.494,1,,,,,,,,,,,,,,,,,,,,,Truck,1.731,11.235,13.572,2,Bucket,4.18,12.011,13.478,2,Daxy,5.47,6.943,7.582,2,Zupy,5.393,5.393,6.313,1,no,yes,Three,How people understand being told yes or no i a language they don't know. ,make the audio louder.,714944,original,Nonexi,Incong,,bucket,zupy
18/08/2019 13:26,18/08/2019 13:31,IP Address,68.41.201.208,100,277,TRUE,18/08/2019 13:31,R_1fm8lvmTj6scLoh,,,,,42.27679443,-83.37580109,anonymous,EN,A15SUPIZ05ZFCD,,,,,,,,,,,,,,,,,,,,,0,0,91.655,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,10.564,12.581,13.243,2,Touch,3.408,5.782,6.753,2,,,,,,,,,,,,,,,,,,,,,Truck,9.288,9.288,10.179,1,Truck,13.895,13.895,14.783,1,Daxy,12.781,13.149,14.012,2,Zupy,3.243,3.642,6.477,2,Stay away,Touch,Three,interpreting other languages?,none,136399,original,Nonexi,Incong,,bucket,zupy
18/08/2019 13:26,18/08/2019 13:31,IP Address,64.234.3.47,100,273,TRUE,18/08/2019 13:31,R_231yHKM65tZpVVH,,,,,32.56990051,-82.34619904,anonymous,EN,A2M05KE7RBRI3G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.282,101.209,102.09,4,,,,,,,,,,,,,,,,,Stay away,4.214,5.278,6.13,2,Touch,4.41,6.156,7.665,2,,,,,,,,,,,,,,,,,,,,,Bucket,8.14,9.263,9.96,2,Bucket,10.373,12.429,13.737,3,Daxy,9.662,10.904,11.749,2,Zupy,14.232,16.24,17.547,2,no,yes,Three,Perceptions on voice inflections when the word is not known.,Great study.  Nicely done.,68144,cb,Nonexi,Neutral,,bucket,zupy
